"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ENTREZID","symbol","genename"
"ENSG00000133138",-0.443219629409725,4.06557631384767,-1.08439513416594,0.281214662475651,0.728565893223585,-5.3801684607393,"54885","TBC1D8B","TBC1 domain family member 8B"
"ENSG00000156535",0.808874776320807,5.31179741908883,1.1713575665717,0.244684230815612,0.704999488450154,-5.38023616274842,"135228","CD109","CD109 molecule"
"ENSG00000275874",0.474573489100998,-1.09718758241792,0.21864450039023,0.827444051996067,0.956561940309901,-5.38032455904469,"378825","PICSAR","P38 inhibited cutaneous squamous cell carcinoma associated lincRNA"
"ENSG00000166897",-0.542842559426395,-0.480560622699619,-0.48791351371307,0.626850415044949,0.895524298699653,-5.38033865567989,"114794","ELFN2","extracellular leucine rich repeat and fibronectin type III domain containing 2"
"ENSG00000175161",0.273433252228902,-1.85701324956514,0.219589931951488,0.826709933396453,0.956353165582185,-5.38036195302883,"253559","CADM2","cell adhesion molecule 2"
"ENSG00000213542",-0.157497810856802,-0.963439620270772,-0.387640309677185,0.699238209296589,0.920704916638408,-5.3805098809059,"644236","RPL7AP43","ribosomal protein L7a pseudogene 43"
"ENSG00000273061",0.166691528017099,-0.839321066950598,0.440728368130282,0.660513493472902,0.905675520105666,-5.38052788194127,"101929351","CDC37L1-DT","CDC37L1 divergent transcript"
"ENSG00000175449",-0.223218692597513,0.956927804119541,-0.614847443822891,0.540275895931502,0.86333977768983,-5.38057316403143,"317671","RFESD","Rieske Fe-S domain containing"
"ENSG00000167987",0.299300111559082,4.54106929935499,1.16258259298573,0.248208900215742,0.707176812568068,-5.38057979426992,"55048","VPS37C","VPS37C subunit of ESCRT-I"
"ENSG00000215630",-0.22455488213724,-0.674118975477668,-0.389386691043544,0.697950876596837,0.920328217371076,-5.38064873465978,"118126072","GUSBP9","GUSB pseudogene 9"
"ENSG00000068001",0.491077032433043,5.2847094014133,1.22759831810094,0.222941143444976,0.690546168770465,-5.38093317954695,"8692","HYAL2","hyaluronidase 2"
"ENSG00000149573",0.785305735810081,3.51824826547922,0.98307310582307,0.328323956014941,0.759174908440368,-5.38100185149543,"10205","MPZL2","myelin protein zero like 2"
"ENSG00000164935",0.398720657707779,-2.11112753232752,0.352784530593775,0.725111555403191,0.928575694546621,-5.38103427938185,"81501","DCSTAMP","dendrocyte expressed seven transmembrane protein"
"ENSG00000206432",0.54275731417767,1.00974142658549,0.56212637013927,0.575489424707612,0.877801656341823,-5.38104160638471,"645369","TMEM200C","transmembrane protein 200C"
"ENSG00000084110",-0.361955102894355,-0.535980390833505,-0.514298573240119,0.608359911166968,0.887585272738304,-5.38109004096287,"3034","HAL","histidine ammonia-lyase"
"ENSG00000099866",-0.19038368556787,-1.21694312540815,-0.306745539426041,0.759777152997791,0.938511341089665,-5.38113321394866,"8174","MADCAM1","mucosal vascular addressin cell adhesion molecule 1"
"ENSG00000274615",0.00571877006190613,-1.75004184627424,0.0106479063574146,0.991528976543605,0.997548467256159,-5.38115210302418,"440434","NPEPPSP1","NPEPPS pseudogene 1"
